account_id,customer_age,account_type,account_open_date,current_balance,avg_daily_balance,monthly_transactions,monthly_volume,overdraft_count_3m,credit_score,state,suspicious_activity,account_status
ACC_00013280,65,Savings,2016-09-27,15927.82,12164.09,7,12346.88,1,642,OH,0,Active
ACC_00013281,64,Money Market,2015-11-30,19841.81,14617.48,4,13845.73,0,714,MI,0,Closed
ACC_00013282,64,Checking,2019-01-12,11643.14,13415.14,17,24853.33,0,694,MI,0,Active
ACC_00013283,48,Checking,2025-03-21,3554.65,3031.53,18,11071.36,0,681,NY,0,Active
ACC_00013284,49,Savings,2025-02-02,25106.55,22454.7,4,17977.41,0,834,NC,0,Active
ACC_00013285,53,Savings,2017-10-19,15437.13,19323.69,12,7309.62,3,694,PA,0,Active
ACC_00013286,42,Checking,2016-07-30,10281.0,10653.51,19,29927.65,0,741,MI,0,Active
ACC_00013287,54,Savings,2016-09-28,6160.88,6806.8,4,3394.14,1,807,PA,0,Active
ACC_00013288,33,Checking,2021-11-06,23736.77,30616.64,29,89202.81,0,840,MI,0,Active
ACC_00013289,18,Money Market,2022-07-24,24817.65,24484.15,14,10725.99,3,613,NC,0,Active
ACC_00013290,43,Checking,2021-12-08,1473.97,1745.87,24,4869.64,0,735,IL,0,Active
ACC_00013291,33,Savings,2022-02-11,7530.31,5769.07,7,2806.49,0,693,PA,0,Closed
ACC_00013292,56,Checking,2023-06-04,4314.33,4588.61,36,14718.62,1,850,MI,0,Active
ACC_00013293,23,Money Market,2021-09-23,1494.01,1768.85,5,633.45,1,730,NY,0,Active
ACC_00013294,48,Checking,2020-09-10,3475.5,3963.94,24,9062.39,0,657,NY,0,Active
ACC_00013295,39,Checking,2023-04-02,4038.72,4384.51,19,11498.61,0,689,IL,0,Active
ACC_00013296,51,Checking,2022-10-20,5960.77,4197.11,22,13072.12,1,606,GA,0,Active
ACC_00013297,51,Money Market,2024-11-03,14728.5,15448.84,9,6980.87,1,618,FL,0,Active
ACC_00013298,26,Money Market,2018-07-26,7237.74,8341.67,7,3261.99,0,747,TX,0,Active
ACC_00013299,18,Money Market,2016-06-18,12406.21,12072.36,10,7282.56,1,850,TX,0,Dormant
ACC_00013300,60,Savings,2022-06-05,32852.32,30311.55,4,9212.38,0,695,GA,0,Dormant
ACC_00013301,39,Savings,2023-06-02,5527.08,6588.17,10,2309.69,4,744,NC,0,Active
ACC_00013302,37,Savings,2020-11-11,2491.32,2264.92,17,1534.27,0,635,PA,0,Active
ACC_00013303,37,Checking,2023-10-20,1238.02,1202.69,20,2338.51,1,628,NY,0,Active
ACC_00013304,53,Checking,2017-03-14,1027.86,1213.92,26,3346.36,0,641,GA,0,Active
ACC_00013305,18,Checking,2015-12-08,1108.71,945.35,24,3956.62,0,577,PA,0,Active
ACC_00013306,34,Checking,2022-07-02,5033.68,5141.04,41,18173.63,0,780,NC,0,Dormant
ACC_00013307,62,Checking,2016-09-06,3012.85,2209.43,28,8770.64,1,739,NC,0,Closed
ACC_00013308,76,Savings,2023-01-15,3551.85,4462.62,12,2209.21,1,716,OH,0,Active
ACC_00013309,33,CD,2022-09-27,49148.17,50647.1,6,11511.22,1,594,PA,0,Active
ACC_00013310,37,Savings,2015-09-30,4904.77,5619.72,11,2077.54,0,722,CA,0,Active
ACC_00013311,18,CD,2016-11-27,170765.84,218988.21,6,74652.19,0,807,FL,0,Active
ACC_00013312,18,Money Market,2018-02-02,45212.5,53420.43,7,22711.02,0,650,MI,0,Active
ACC_00013313,37,Savings,2023-12-29,3355.03,2460.2,10,1060.01,1,775,MI,0,Active
ACC_00013314,56,Checking,2022-02-07,24197.84,23254.38,27,64276.48,0,633,TX,0,Active
ACC_00013315,48,Savings,2017-12-03,37047.81,28085.54,7,25693.35,1,814,NC,0,Active
ACC_00013316,61,Money Market,2021-12-24,17095.7,20054.83,3,5231.53,0,763,PA,0,Closed
ACC_00013317,63,Savings,2023-04-26,2765.15,3281.52,8,1932.25,0,653,FL,0,Active
ACC_00013318,45,Checking,2018-09-09,12866.56,16312.82,28,48769.49,0,656,OH,0,Active
ACC_00013319,38,Money Market,2023-06-07,9885.1,8907.73,10,3260.97,0,405,NY,0,Active
ACC_00013320,59,Savings,2018-02-24,12368.02,10376.01,7,2763.61,0,831,GA,0,Active
ACC_00013321,27,Checking,2020-02-03,4810.6,5576.6,23,10765.78,0,628,FL,0,Dormant
ACC_00013322,18,Savings,2023-01-30,27608.85,25252.79,10,16404.21,0,850,PA,0,Active
ACC_00013323,58,Money Market,2018-11-23,11875.19,9158.15,10,2827.08,0,793,CA,0,Active
ACC_00013324,46,Money Market,2023-04-16,3566.7,4374.71,10,1076.34,0,658,OH,0,Active
ACC_00013325,65,Checking,2022-02-16,43819.66,40668.44,24,150243.06,0,560,PA,0,Active
ACC_00013326,56,Savings,2016-11-17,2516.62,3218.76,4,1300.12,0,635,GA,0,Active
ACC_00013327,18,Checking,2017-08-30,8984.61,9872.06,30,32725.68,1,773,PA,0,Active
ACC_00013328,18,Checking,2016-03-18,34658.3,43578.4,22,78120.27,2,544,NY,0,Active
ACC_00013329,67,Savings,2015-10-18,9986.37,10975.75,8,7674.98,0,557,GA,0,Active
ACC_00013330,54,Money Market,2021-08-04,30020.18,27866.53,7,21580.31,2,850,TX,0,Active
ACC_00013331,41,CD,2022-06-02,81665.69,95794.23,14,47601.68,2,850,OH,0,Active
ACC_00013332,49,Money Market,2024-08-17,19484.86,13973.32,2,8969.57,0,637,OH,0,Active
ACC_00013333,38,Checking,2023-01-29,15846.98,14131.48,23,50922.74,0,630,NY,0,Active
ACC_00013334,18,Checking,2019-11-01,598.3,436.8,27,1777.78,0,771,MI,0,Closed
ACC_00013335,49,Money Market,2020-12-07,28691.3,34293.11,11,7781.34,1,555,TX,0,Active
ACC_00013336,59,Savings,2020-10-01,10728.8,13240.34,5,2322.9,0,614,TX,0,Active
ACC_00013337,50,CD,2019-05-18,52388.66,36699.14,3,33777.54,0,850,MI,0,Active
ACC_00013338,26,Money Market,2021-06-06,26087.4,24633.05,14,6237.46,1,763,PA,0,Active
ACC_00013339,68,Checking,2020-12-13,928.36,1011.15,27,3388.04,1,795,OH,0,Active
ACC_00013340,43,Checking,2018-06-07,5570.74,7231.74,30,21763.53,2,850,OH,0,Active
ACC_00013341,43,Savings,2021-05-17,10802.44,9883.86,6,4053.45,0,588,OH,0,Active
ACC_00013342,57,CD,2018-07-11,12808.56,11215.04,8,9076.43,0,668,PA,0,Closed
ACC_00013343,27,Checking,2023-09-01,449.66,440.98,32,1527.63,0,701,NC,0,Dormant
ACC_00013344,62,Savings,2025-03-05,2849.05,2785.06,7,994.79,2,795,PA,0,Active
ACC_00013345,61,Savings,2016-05-26,7473.73,6142.98,15,3932.22,2,698,CA,0,Active
ACC_00013346,30,Checking,2018-06-10,688.06,882.58,22,2692.18,0,553,FL,0,Active
ACC_00013347,65,Checking,2024-06-09,614.4,660.2,21,1836.28,2,804,FL,0,Active
ACC_00013348,80,Money Market,2021-08-10,14458.58,11204.14,7,11006.09,0,726,CA,0,Active
ACC_00013349,63,Checking,2024-08-13,5049.82,3669.09,30,19210.31,1,791,NC,0,Active
ACC_00013350,53,Money Market,2017-11-08,7077.47,5212.65,8,4795.96,0,773,OH,0,Active
ACC_00013351,46,Checking,2020-09-25,487.94,419.36,22,1605.48,0,850,MI,0,Dormant
ACC_00013352,76,Savings,2019-06-21,1277.52,1084.66,10,337.26,1,687,NC,0,Active
ACC_00013353,22,Savings,2016-11-04,8659.56,7285.6,11,6071.07,0,678,NY,0,Dormant
ACC_00013354,28,CD,2017-06-16,25650.64,27529.26,9,16826.69,0,671,IL,0,Active
ACC_00013355,23,Checking,2017-09-29,1806.4,1301.88,24,4318.73,0,668,GA,0,Active
ACC_00013356,34,Money Market,2020-06-08,11558.98,14359.51,8,5888.79,0,722,NC,0,Active
ACC_00013357,54,Business Checking,2024-03-24,21534.76,18622.61,30,105907.95,1,735,MI,0,Active
ACC_00013358,23,Savings,2017-11-23,3892.78,3913.53,12,1234.87,3,692,FL,0,Dormant
ACC_00013359,36,Money Market,2022-02-15,48742.0,35346.17,3,29811.07,1,701,CA,0,Active
ACC_00013360,56,Checking,2018-06-19,690.74,758.73,22,2338.35,1,732,IL,0,Active
ACC_00013361,27,Savings,2023-11-18,23512.3,27275.48,7,6056.45,0,803,GA,0,Active
ACC_00013362,36,Checking,2021-08-30,1369.04,1731.83,31,3540.19,0,703,CA,0,Active
ACC_00013363,18,Savings,2024-08-27,3586.28,3329.75,12,733.09,0,640,NC,0,Active
ACC_00013364,47,Savings,2016-02-02,10953.58,11045.1,6,4405.34,0,621,NY,0,Active
ACC_00013365,38,CD,2025-04-14,25228.65,23736.68,10,15294.68,3,638,IL,0,Dormant
ACC_00013366,68,Checking,2019-01-19,8510.2,10269.32,28,22386.16,0,516,FL,0,Active
ACC_00013367,51,Checking,2021-05-27,2341.66,1783.31,20,9350.0,0,724,CA,0,Active
ACC_00013368,42,Checking,2017-05-22,926.11,652.41,21,1944.61,0,552,PA,0,Active
ACC_00013369,53,Checking,2015-12-04,761.6,931.36,23,1639.82,0,735,IL,0,Active
ACC_00013370,49,Checking,2025-04-20,1179.73,1349.75,22,4397.71,0,722,OH,0,Active
ACC_00013371,28,Checking,2020-08-29,4104.63,3479.87,25,6419.52,1,675,PA,0,Active
ACC_00013372,22,Checking,2021-10-27,1393.47,1205.41,24,2882.81,2,633,NC,0,Active
ACC_00013373,59,Money Market,2023-09-26,39951.56,42452.78,6,30051.49,0,536,TX,0,Active
ACC_00013374,58,CD,2022-02-26,13767.96,12672.59,5,4249.01,0,507,GA,0,Active
ACC_00013375,51,Checking,2024-01-18,8257.84,9543.04,22,19446.2,0,648,TX,0,Active
ACC_00013376,29,CD,2023-05-13,42559.58,37917.52,6,27332.65,0,657,IL,0,Active
ACC_00013377,38,Money Market,2017-06-15,7182.71,6542.51,7,2614.86,0,618,CA,0,Active
ACC_00013378,28,Money Market,2019-06-12,5703.34,7065.75,5,2598.45,1,729,TX,0,Dormant
ACC_00013379,44,Money Market,2023-08-15,17792.26,14408.61,3,6187.22,0,610,NC,0,Active
ACC_00013380,31,Checking,2022-02-18,29199.42,34389.36,25,58650.23,0,598,IL,0,Active
ACC_00013381,18,Savings,2017-11-12,4112.54,5148.24,6,2593.47,1,850,NC,0,Active
ACC_00013382,67,CD,2022-05-20,69004.35,48508.07,14,41782.71,1,461,PA,0,Active
ACC_00013383,61,Money Market,2024-07-05,7066.94,5964.91,10,4740.22,0,821,CA,0,Active
ACC_00013384,36,Savings,2024-10-04,9201.79,7798.1,12,5214.57,1,761,NY,0,Active
ACC_00013385,72,Savings,2021-03-11,2808.11,2749.99,7,2060.32,0,625,TX,0,Closed
ACC_00013386,54,CD,2019-05-16,47397.9,54856.82,3,27913.81,2,695,GA,0,Active
ACC_00013387,34,CD,2015-10-14,74078.01,65084.88,7,50984.85,0,556,FL,0,Active
ACC_00013388,49,Savings,2020-02-17,14267.91,17027.19,7,7789.51,1,807,NY,0,Active
ACC_00013389,29,Business Checking,2019-07-27,71554.37,70130.61,38,350229.87,0,522,FL,0,Active
ACC_00013390,44,Savings,2016-05-18,10810.89,8029.56,9,5401.63,1,715,CA,0,Active
ACC_00013391,53,Checking,2022-12-21,10844.24,10665.68,26,40113.17,0,624,NY,0,Active
ACC_00013392,27,Checking,2015-10-28,85281.51,90449.45,28,321674.42,0,635,NY,0,Active
ACC_00013393,68,Checking,2021-07-22,353.76,261.57,21,763.63,2,703,PA,0,Dormant
ACC_00013394,26,CD,2019-07-25,62654.65,46949.32,6,20273.92,0,712,TX,0,Active
ACC_00013395,48,CD,2020-11-02,35845.24,32400.35,10,15607.61,0,850,PA,0,Active
ACC_00013396,48,Checking,2016-11-29,852.23,962.87,26,3230.47,1,756,IL,0,Active
ACC_00013397,43,Savings,2020-09-19,46136.3,33926.6,6,25981.06,0,850,FL,0,Active
ACC_00013398,25,Money Market,2021-09-11,107528.43,109956.19,8,63079.14,0,528,CA,0,Active
ACC_00013399,51,CD,2020-03-15,66959.81,86453.02,12,28149.42,0,776,FL,0,Active
ACC_00013400,57,Checking,2021-01-08,2268.23,1857.19,29,7498.55,0,537,GA,0,Active
ACC_00013401,22,Checking,2022-04-12,16057.89,16623.99,19,46434.91,0,668,OH,0,Active
ACC_00013402,28,Checking,2025-03-02,6694.28,6610.52,30,24179.83,0,650,GA,0,Active
ACC_00013403,28,Savings,2021-12-15,28010.29,25482.85,6,15290.97,0,742,FL,0,Active
ACC_00013404,60,Savings,2022-01-19,15793.73,18123.25,6,6445.22,0,802,FL,0,Active
ACC_00013405,54,Checking,2021-06-11,6995.76,6661.88,30,22670.93,0,576,FL,0,Active
ACC_00013406,50,Checking,2018-01-16,1083.45,1126.76,21,2594.03,1,702,NC,0,Active
ACC_00013407,40,Checking,2022-07-27,1386.16,1774.5,24,3671.73,0,663,PA,0,Active
ACC_00013408,31,Savings,2015-12-08,66870.85,78672.25,12,17162.04,1,559,NY,0,Active
ACC_00013409,18,Savings,2021-05-28,30837.94,23246.77,8,18933.53,0,800,MI,0,Active
ACC_00013410,44,Savings,2024-07-04,2047.75,2447.74,15,1518.54,0,850,GA,0,Active
ACC_00013411,60,Checking,2020-04-28,21186.37,18333.82,30,71947.33,0,717,OH,0,Active
ACC_00013412,68,CD,2025-07-01,34106.86,29119.67,8,26398.93,2,828,OH,0,Closed
ACC_00013413,52,Checking,2021-11-25,23398.6,27724.2,24,68731.28,0,771,FL,0,Active
ACC_00013414,33,Checking,2024-02-01,467.03,420.27,31,1194.18,2,588,FL,0,Active
ACC_00013415,56,Checking,2023-02-26,2902.6,2865.16,24,10073.9,0,678,NY,0,Active
ACC_00013416,38,Checking,2016-06-23,3988.76,3295.02,19,6969.62,0,850,MI,0,Active
ACC_00013417,69,CD,2023-04-28,125531.41,126295.26,6,64127.91,0,676,FL,0,Closed
ACC_00013418,58,Savings,2022-06-25,654.14,702.83,6,312.5,2,783,CA,0,Active
ACC_00013419,56,Checking,2018-02-27,1278.18,982.14,16,3779.79,0,752,TX,0,Active
ACC_00013420,71,Checking,2017-02-05,154.0,124.49,30,611.44,1,822,FL,0,Dormant
ACC_00013421,44,Checking,2024-01-02,2575.64,2901.0,17,7761.63,0,671,NC,0,Active
ACC_00013422,50,Savings,2020-02-21,930.01,653.79,7,287.15,0,675,CA,0,Active
ACC_00013423,28,Money Market,2022-02-12,242239.98,251729.51,8,115016.48,0,644,OH,0,Active
ACC_00013424,45,Checking,2017-10-05,507.58,593.25,27,1487.6,0,722,NC,0,Active
ACC_00013425,18,CD,2022-06-07,82110.68,58633.98,15,51293.63,0,530,NC,0,Active
ACC_00013426,34,Checking,2024-05-25,7360.57,5998.79,27,16686.9,1,716,FL,0,Active
ACC_00013427,18,Checking,2019-10-05,9029.11,9247.66,22,23715.66,1,638,NY,0,Dormant
ACC_00013428,18,Savings,2023-03-16,16389.83,21015.85,9,7963.08,0,481,OH,0,Dormant
ACC_00013429,43,CD,2015-12-19,23121.25,29224.04,18,14507.0,1,618,NY,0,Active
ACC_00013430,55,Business Checking,2016-09-17,62412.59,68796.44,36,294278.83,1,672,OH,0,Active
ACC_00013431,49,Checking,2020-12-05,1503.95,1338.07,27,3048.49,1,850,FL,0,Active
ACC_00013432,40,Savings,2017-04-07,9174.09,10955.43,3,5500.73,1,833,TX,0,Active
ACC_00013433,54,Savings,2019-09-05,4695.34,5129.94,5,3212.06,1,743,CA,0,Active
ACC_00013434,22,Savings,2023-05-29,14084.65,10177.44,8,4870.45,0,811,PA,0,Active
ACC_00013435,46,Checking,2023-10-30,1547.29,1639.69,14,4830.5,2,708,NY,0,Active
ACC_00013436,70,Checking,2017-10-11,19577.4,14847.0,19,66233.28,0,708,GA,0,Active
ACC_00013437,54,Checking,2017-04-14,215.56,204.76,25,663.27,0,683,GA,0,Active
ACC_00013438,30,Savings,2015-12-24,1616.22,1895.06,6,604.11,1,676,NY,0,Active
ACC_00013439,27,Checking,2023-06-30,767.11,908.43,25,1224.45,1,737,FL,0,Dormant
ACC_00013440,70,CD,2023-07-23,31665.23,35014.18,8,23827.37,0,564,TX,0,Active
ACC_00013441,61,Checking,2017-12-23,7022.0,8264.4,25,15996.16,1,602,NY,0,Active
ACC_00013442,52,Savings,2017-10-13,1757.02,1415.22,10,812.36,1,753,TX,0,Active
ACC_00013443,38,Savings,2023-10-22,5813.65,7479.98,7,3178.32,0,850,IL,0,Active
ACC_00013444,56,Savings,2023-12-20,9545.47,9759.58,13,3441.06,0,548,OH,0,Active
ACC_00013445,25,Money Market,2016-05-12,10484.44,8743.33,7,2816.39,1,745,FL,0,Active
ACC_00013446,85,Savings,2017-07-30,760.2,738.68,11,393.89,0,573,TX,0,Active
ACC_00013447,42,Savings,2016-09-18,3234.02,3949.87,11,1302.52,1,725,GA,0,Active
ACC_00013448,18,Savings,2022-10-10,103005.13,80323.58,7,22410.34,0,784,OH,0,Active
ACC_00013449,62,Checking,2023-05-31,6564.18,5428.01,20,23173.8,0,794,CA,0,Active
ACC_00013450,18,CD,2018-05-25,22772.2,18274.47,13,5306.33,2,677,MI,0,Active
ACC_00013451,61,Savings,2022-07-18,40609.67,45649.84,12,16544.0,0,766,MI,0,Active
ACC_00013452,70,Savings,2017-04-21,11753.23,11394.04,9,2960.54,0,709,CA,0,Active
ACC_00013453,64,Checking,2022-02-20,3914.19,4113.67,29,11981.11,1,749,NY,0,Active
ACC_00013454,19,Money Market,2018-03-23,9827.07,9372.84,11,7656.72,1,642,TX,0,Dormant
ACC_00013455,44,Checking,2020-05-01,1963.34,1978.45,28,5575.33,0,690,NC,0,Active
ACC_00013456,21,Money Market,2022-04-18,68905.69,64733.67,12,29086.71,1,637,PA,0,Active
ACC_00013457,36,Checking,2017-07-06,9255.31,11371.42,28,19975.66,0,689,GA,0,Active
ACC_00013458,46,Savings,2025-05-26,1326.68,1021.36,6,730.38,1,850,OH,0,Active
ACC_00013459,27,Savings,2015-11-27,19893.63,22271.87,6,7235.35,0,544,NC,0,Dormant
ACC_00013460,26,Checking,2016-09-30,350.29,371.6,24,955.78,0,735,IL,0,Active
ACC_00013461,18,CD,2020-11-15,51042.6,43792.19,8,30191.73,0,685,NC,0,Active
ACC_00013462,45,CD,2025-07-06,192388.93,143840.25,4,142355.31,0,765,TX,0,Active
ACC_00013463,47,Checking,2021-09-21,1225.75,1358.77,31,2553.69,2,658,TX,0,Dormant
ACC_00013464,45,Checking,2024-12-12,4001.91,3765.16,24,6189.46,0,751,PA,0,Dormant
ACC_00013465,34,Checking,2020-03-14,5212.18,4922.78,27,16563.64,0,804,OH,0,Active
ACC_00013466,54,Checking,2024-11-30,26370.95,24470.15,27,42092.77,0,616,OH,0,Active
ACC_00013467,64,Checking,2018-01-02,16499.29,15376.21,26,52798.65,0,800,CA,0,Active
ACC_00013468,44,Checking,2017-03-18,14053.93,15150.02,24,23537.54,1,736,NC,0,Closed
ACC_00013469,36,Business Checking,2023-12-04,11245.86,8209.84,39,27531.62,2,579,NC,0,Active
ACC_00013470,26,Checking,2024-05-21,3863.85,4622.94,23,7584.94,1,643,OH,0,Active
ACC_00013471,57,Checking,2025-07-27,1892.36,1840.89,21,5050.36,1,639,PA,0,Active
ACC_00013472,35,Savings,2024-06-24,18145.31,16645.42,6,3711.26,2,630,IL,0,Active
ACC_00013473,59,Savings,2017-06-03,9303.23,7710.27,7,6739.14,0,576,MI,0,Active
ACC_00013474,40,CD,2024-01-08,46952.88,42640.29,5,29611.45,0,769,NY,0,Active
ACC_00013475,47,Business Checking,2016-11-25,8031.66,7738.29,41,38590.17,0,667,TX,0,Active
ACC_00013476,49,Savings,2017-04-05,10337.99,12623.25,13,6654.47,2,622,TX,0,Active
ACC_00013477,61,Savings,2015-10-06,34643.81,39023.88,10,19793.28,0,640,NY,0,Active
ACC_00013478,43,Checking,2018-07-16,10990.03,10363.47,25,43347.8,1,738,IL,0,Dormant
ACC_00013479,33,Checking,2019-11-07,245.91,288.41,29,810.01,0,689,GA,0,Active
ACC_00013480,47,Business Checking,2021-01-27,33974.39,32395.02,40,107589.33,0,850,TX,0,Active
ACC_00013481,46,Checking,2016-02-06,750.06,599.25,26,1390.83,0,685,PA,0,Dormant
ACC_00013482,48,Checking,2021-02-01,6456.74,6167.21,29,22441.22,0,603,OH,0,Active
ACC_00013483,24,CD,2025-06-13,252680.76,253071.58,10,92722.29,1,792,TX,0,Active
ACC_00013484,42,Savings,2016-05-27,554.88,637.27,6,439.16,1,677,PA,0,Active
ACC_00013485,70,Money Market,2019-01-15,46355.7,39963.88,5,34996.17,0,642,PA,0,Closed
ACC_00013486,30,Money Market,2019-02-28,29037.48,24242.79,6,15614.32,2,549,CA,0,Active
ACC_00013487,36,Checking,2017-06-02,791.02,841.27,26,3072.06,2,791,NY,0,Active
ACC_00013488,45,CD,2015-09-08,61093.04,77477.8,9,38409.84,0,632,NC,0,Active
ACC_00013489,33,Money Market,2025-08-02,35817.59,43819.73,5,16336.64,2,820,NY,0,Active
ACC_00013490,55,Money Market,2017-10-04,129561.15,146891.8,4,61146.62,2,652,TX,0,Closed
ACC_00013491,54,Savings,2018-02-20,4259.03,4939.74,9,1831.54,0,614,CA,0,Active
ACC_00013492,40,Business Checking,2025-03-26,38250.98,48217.1,42,180642.11,0,575,OH,0,Active
ACC_00013493,44,Savings,2021-10-24,31507.9,36502.62,9,23509.65,0,571,OH,0,Active
ACC_00013494,55,Savings,2020-05-26,2504.3,2816.58,9,897.71,0,830,NY,0,Active
ACC_00013495,34,CD,2021-10-26,40115.45,45214.7,2,31043.72,1,850,TX,0,Active
ACC_00013496,18,Money Market,2017-09-26,38512.22,31568.46,7,14783.77,1,726,NC,0,Closed
ACC_00013497,72,Savings,2024-07-20,11722.39,10749.88,6,8579.57,2,745,MI,0,Active
ACC_00013498,60,Money Market,2020-03-19,425767.95,521480.37,11,146227.04,1,626,IL,0,Active
ACC_00013499,18,Savings,2018-10-20,8886.86,6968.39,10,5653.57,0,557,PA,0,Active
ACC_00013500,93,Savings,2021-10-26,27142.97,31985.98,7,10650.99,1,580,TX,0,Active
ACC_00013501,56,Money Market,2018-11-15,56547.72,62262.67,13,39583.19,0,582,TX,0,Active
ACC_00013502,45,Savings,2016-05-12,10550.31,7913.57,7,7454.17,0,689,TX,0,Active
ACC_00013503,79,Savings,2024-12-28,8525.14,10435.87,12,2943.0,0,708,FL,0,Active
ACC_00013504,60,Money Market,2018-09-09,13411.68,16329.74,7,3956.37,1,619,PA,0,Active
ACC_00013505,40,Checking,2018-10-22,1069.57,1118.07,29,4165.74,1,850,GA,0,Active
ACC_00013506,48,Checking,2017-06-24,5105.17,6618.97,21,18100.76,0,636,CA,0,Active
ACC_00013507,40,Checking,2019-10-29,8241.32,10473.15,25,13843.12,0,807,OH,0,Active
ACC_00013508,33,CD,2015-12-24,14678.22,11042.06,8,7829.92,0,837,GA,0,Active
ACC_00013509,62,Checking,2023-04-27,4007.55,4227.05,27,12476.94,0,681,IL,0,Active
ACC_00013510,47,Checking,2018-05-22,1079.73,1403.54,18,3334.28,0,713,CA,0,Dormant
ACC_00013511,39,Savings,2022-03-08,15259.68,14911.63,16,8604.33,1,704,IL,0,Active
ACC_00013512,18,Checking,2025-04-02,890.62,661.69,35,2574.24,1,631,IL,0,Dormant
ACC_00013513,24,Savings,2020-12-14,6730.12,4976.53,7,1842.15,0,711,OH,0,Active
ACC_00013514,18,CD,2022-11-24,46193.83,42910.15,9,11598.23,1,747,PA,0,Dormant
ACC_00013515,40,Checking,2025-06-12,571.43,621.42,25,1492.28,0,742,FL,0,Active
ACC_00013516,81,CD,2024-02-07,144452.06,170856.48,3,108581.88,0,745,OH,0,Active
ACC_00013517,47,CD,2017-10-27,28200.13,25395.12,7,22527.96,1,833,PA,0,Active
ACC_00013518,67,Checking,2018-04-10,504.38,512.82,25,1291.07,0,567,CA,0,Active
ACC_00013519,53,Business Checking,2021-06-20,43773.14,48910.42,54,200847.5,1,791,NC,0,Active
ACC_00013520,39,Business Checking,2016-12-24,7208.19,6353.27,39,21154.62,0,650,NY,0,Active
ACC_00013521,60,Savings,2018-07-18,50701.76,57046.74,3,27766.46,0,847,MI,0,Active
ACC_00013522,45,Checking,2019-10-30,19564.37,14913.17,28,45792.71,0,718,IL,0,Active
ACC_00013523,44,Savings,2018-12-31,21148.45,17796.87,5,12825.21,0,548,OH,0,Active
ACC_00013524,44,Checking,2019-06-07,25416.99,26546.3,21,69036.82,0,797,GA,0,Active
ACC_00013525,67,Checking,2016-10-02,13144.5,14657.6,24,24012.04,1,609,TX,0,Active
ACC_00013526,50,Checking,2022-08-27,856.59,812.36,23,3216.82,0,762,NC,0,Closed
ACC_00013527,49,CD,2020-11-27,29492.35,36613.6,9,21753.24,1,698,IL,0,Active
ACC_00013528,81,Checking,2019-02-25,821.51,608.81,35,3216.23,0,658,FL,0,Dormant
ACC_00013529,34,Checking,2024-06-10,201.06,238.79,24,737.24,0,769,NC,0,Active
ACC_00013530,49,Business Checking,2019-02-05,56209.05,56365.37,48,154591.0,0,693,FL,0,Active
ACC_00013531,65,Checking,2025-04-12,1384.69,1285.85,32,5069.76,2,829,IL,0,Active
ACC_00013532,60,Checking,2021-11-25,270.09,237.01,16,545.47,0,850,MI,0,Active
ACC_00013533,69,Checking,2022-09-21,263.55,250.54,19,696.53,0,648,TX,0,Dormant
ACC_00013534,75,Savings,2020-01-07,3294.48,3367.71,6,978.9,0,775,IL,0,Active
ACC_00013535,19,Business Checking,2018-07-15,15712.89,18248.64,49,57638.73,0,771,CA,0,Active
ACC_00013536,55,CD,2021-11-20,41627.7,52810.58,6,13970.18,0,604,MI,0,Active
ACC_00013537,33,Checking,2016-04-22,1598.91,1875.2,19,5682.94,0,691,GA,0,Active
ACC_00013538,18,Money Market,2021-04-30,69230.54,76552.32,15,27608.27,1,790,TX,0,Active
ACC_00013539,59,Savings,2021-06-06,207.65,254.84,9,61.65,1,751,MI,0,Active
ACC_00013540,30,Money Market,2020-01-11,10754.14,13599.47,4,3532.65,1,548,TX,0,Active
ACC_00013541,38,Business Checking,2019-08-02,41359.47,36892.48,45,152102.48,0,616,CA,0,Active
ACC_00013542,69,Checking,2017-09-30,23664.76,28318.97,28,39665.39,0,719,GA,0,Active
ACC_00013543,59,CD,2015-09-17,20345.71,23874.22,8,12434.53,0,750,TX,0,Active
ACC_00013544,32,Savings,2023-07-24,4697.32,5941.95,8,1885.69,0,850,NY,0,Active
ACC_00013545,38,Checking,2016-12-23,11928.61,9080.11,24,45604.82,0,754,MI,0,Active
ACC_00013546,39,Checking,2019-06-06,8460.93,10070.73,27,13984.29,0,837,MI,0,Closed
ACC_00013547,66,Checking,2021-06-19,269.98,237.64,30,877.31,0,698,MI,0,Active
ACC_00013548,72,Savings,2021-10-29,2395.9,3078.43,8,1595.3,1,593,FL,0,Active
ACC_00013549,18,Money Market,2021-11-16,64394.25,80919.79,8,48041.97,0,759,TX,0,Closed
ACC_00013550,44,Money Market,2017-12-09,30940.75,30520.22,8,20276.41,0,711,GA,0,Active
ACC_00013551,58,Checking,2020-01-28,11047.64,9370.92,18,23689.64,1,789,PA,0,Active
ACC_00013552,45,CD,2016-10-06,35208.14,35226.58,6,7236.76,0,850,CA,0,Active
ACC_00013553,18,Checking,2025-02-15,2173.11,1957.4,23,5171.16,1,700,NC,0,Active
ACC_00013554,62,Savings,2016-11-19,13456.82,12969.89,8,7544.67,0,504,MI,0,Active
ACC_00013555,36,Money Market,2016-04-29,47619.96,39905.76,4,33687.83,3,549,PA,0,Active
ACC_00013556,66,Checking,2018-10-05,563.29,618.64,25,1508.73,0,732,FL,0,Active
ACC_00013557,37,Checking,2018-06-19,5045.22,3912.66,24,13863.37,1,640,NC,0,Active
