loan_id,application_date,applicant_age,annual_income,credit_score,employment_years,debt_to_income_ratio,loan_type,loan_amount,loan_term_months,interest_rate,is_approved,is_default,state,purpose,own_home,years_at_address
LOAN_0008684,2024-09-25,30,39386,550,6,0.626,Mortgage,102460.16,300,0.2488,0,0,MI,other,1,3
LOAN_0008685,2024-03-30,50,46156,426,0,0.343,Auto,66687.24,48,0.382,0,0,TX,medical,1,1
LOAN_0008686,2024-12-29,28,31312,489,8,0.349,Business,133147.11,36,0.344,0,0,IL,debt_consolidation,0,7
LOAN_0008687,2024-04-02,29,31373,568,11,0.127,Personal,41387.39,24,0.3137,0,0,PA,business,1,1
LOAN_0008688,2025-05-13,40,32788,753,19,0.579,Personal,15137.4,36,0.1165,1,0,OH,home_improvement,1,1
LOAN_0008689,2025-08-22,35,20000,699,6,0.239,Mortgage,98885.96,360,0.0965,0,0,IL,business,1,5
LOAN_0008690,2024-09-22,61,163642,726,1,0.17,Business,410205.6,36,0.0968,1,1,IL,education,1,1
LOAN_0008691,2024-03-07,18,61755,850,6,0.248,Auto,59073.22,60,0.03,1,0,OH,other,1,1
LOAN_0008692,2025-08-01,31,101906,585,3,0.115,Auto,20878.86,48,0.2339,1,1,NY,business,0,4
LOAN_0008693,2025-04-14,32,131920,751,3,0.474,Auto,66621.25,72,0.0589,1,0,NY,business,0,2
LOAN_0008694,2024-09-27,36,20000,710,9,0.227,Business,77066.73,60,0.1051,1,0,IL,education,0,0
LOAN_0008695,2025-08-24,27,69278,615,0,0.208,Auto,42048.71,60,0.1896,1,0,OH,other,1,13
LOAN_0008696,2023-12-29,33,53878,738,4,0.447,Mortgage,225015.03,300,0.061,1,0,PA,business,1,15
LOAN_0008697,2025-02-08,33,56896,781,1,0.263,Auto,49678.93,72,0.03,1,0,FL,other,0,12
LOAN_0008698,2025-02-22,38,91120,520,2,0.521,Auto,46208.91,48,0.3046,1,0,MI,medical,0,1
LOAN_0008699,2025-06-28,26,37576,833,3,0.226,Student,93383.02,180,0.03,1,0,GA,debt_consolidation,1,1
LOAN_0008700,2024-01-10,47,46195,785,0,0.286,Student,67512.78,120,0.03,0,0,OH,medical,1,2
LOAN_0008701,2024-01-18,54,32467,718,5,0.136,Business,65805.02,24,0.1058,1,0,CA,other,1,4
LOAN_0008702,2025-05-16,41,74916,615,0,0.168,Mortgage,110513.48,180,0.1919,1,0,PA,vacation,0,1
LOAN_0008703,2024-01-01,18,123888,698,0,0.255,Student,87691.88,120,0.1122,1,0,CA,debt_consolidation,0,3
LOAN_0008704,2024-11-28,53,46200,571,6,0.36,Personal,24859.04,36,0.3134,0,0,GA,other,1,1
LOAN_0008705,2025-06-16,43,20000,624,5,0.256,Auto,64097.01,48,0.1975,0,0,IL,business,0,5
LOAN_0008706,2025-06-11,52,20523,843,10,0.245,Mortgage,99783.57,300,0.03,1,0,TX,education,1,0
LOAN_0008707,2023-11-27,38,25159,648,11,0.396,Business,57229.25,84,0.1741,1,0,MI,vacation,1,0
LOAN_0008708,2025-08-22,40,98281,504,18,0.189,Mortgage,229415.37,360,0.2923,1,0,MI,other,1,9
LOAN_0008709,2024-04-13,60,31747,687,3,0.174,Mortgage,103957.14,180,0.0867,1,0,FL,education,1,4
LOAN_0008710,2024-05-06,43,57633,814,15,0.238,Mortgage,249999.6,180,0.03,1,0,NY,debt_consolidation,0,0
LOAN_0008711,2024-07-03,25,27399,850,2,0.826,Auto,69781.38,48,0.03,0,0,TX,debt_consolidation,1,3
LOAN_0008712,2024-02-06,44,105025,473,8,0.364,Auto,34920.58,72,0.327,1,0,IL,home_improvement,0,3
LOAN_0008713,2023-09-24,47,101781,700,4,0.266,Personal,38362.08,60,0.1777,1,0,PA,home_improvement,1,3
LOAN_0008714,2024-10-15,60,20000,543,3,0.192,Personal,18513.51,24,0.3121,0,0,PA,debt_consolidation,0,5
LOAN_0008715,2023-09-12,52,25283,850,1,0.023,Student,49582.94,180,0.03,1,0,TX,vacation,1,0
LOAN_0008716,2023-11-12,56,74101,568,4,0.592,Mortgage,252909.16,240,0.2105,0,0,PA,home_improvement,1,0
LOAN_0008717,2024-08-13,23,39666,585,1,0.097,Student,78392.01,240,0.2043,0,0,PA,medical,1,6
LOAN_0008718,2025-06-26,27,26421,662,10,0.052,Business,97576.41,84,0.1674,0,0,NC,home_improvement,1,2
LOAN_0008719,2024-02-27,62,24655,701,7,0.161,Personal,18893.6,48,0.1665,0,0,OH,other,0,6
LOAN_0008720,2023-11-03,18,27515,581,5,0.053,Personal,33004.49,24,0.283,0,0,IL,debt_consolidation,1,4
LOAN_0008721,2023-09-14,38,80770,850,3,0.283,Personal,33143.65,60,0.03,1,0,IL,education,1,0
LOAN_0008722,2024-12-24,45,32037,693,7,0.364,Mortgage,134086.42,240,0.0995,1,0,IL,medical,1,0
LOAN_0008723,2024-11-30,18,87920,628,20,0.402,Student,24792.88,120,0.1664,1,0,FL,other,0,5
LOAN_0008724,2023-11-19,31,106842,774,5,0.379,Mortgage,257624.63,300,0.03,1,0,TX,home_improvement,1,0
LOAN_0008725,2023-10-26,42,60721,670,0,0.334,Personal,27310.1,48,0.2282,1,0,CA,vacation,0,5
LOAN_0008726,2023-10-13,21,168947,610,9,0.147,Auto,31625.62,36,0.1921,1,0,NC,other,1,1
LOAN_0008727,2024-11-27,36,46778,850,5,0.318,Personal,48182.33,36,0.03,1,0,NC,home_improvement,1,5
LOAN_0008728,2024-09-28,18,81105,510,1,0.579,Auto,33420.85,72,0.3008,0,0,IL,debt_consolidation,0,4
LOAN_0008729,2024-03-20,57,31835,729,3,0.253,Business,110192.57,60,0.1024,0,0,MI,other,0,9
LOAN_0008730,2024-10-05,27,30482,822,7,0.057,Student,84702.2,180,0.03,0,0,NC,home_improvement,1,1
LOAN_0008731,2025-01-15,43,54769,655,2,0.312,Auto,66281.07,72,0.1596,0,0,NY,education,1,1
LOAN_0008732,2023-11-07,57,42698,633,1,0.277,Auto,35413.38,36,0.1977,0,0,GA,debt_consolidation,0,7
LOAN_0008733,2024-06-10,23,79736,806,5,0.337,Personal,15194.22,36,0.0656,0,0,NC,home_improvement,1,7
LOAN_0008734,2024-10-29,59,108490,563,4,0.138,Personal,28156.56,48,0.2926,1,1,MI,education,0,6
LOAN_0008735,2024-02-07,41,69074,724,0,0.327,Student,58474.48,180,0.0814,1,1,OH,home_improvement,0,1
LOAN_0008736,2024-09-01,34,24084,598,3,0.173,Personal,11879.95,36,0.2826,0,0,TX,debt_consolidation,1,45
LOAN_0008737,2024-06-19,18,22531,790,2,0.135,Student,88546.37,120,0.03,1,0,GA,business,1,7
LOAN_0008738,2024-12-31,44,133393,633,0,0.279,Auto,17640.36,48,0.1804,1,0,MI,debt_consolidation,1,1
LOAN_0008739,2024-04-09,28,68461,779,0,0.452,Student,27592.98,120,0.03,0,0,MI,other,1,13
LOAN_0008740,2024-10-23,18,75842,642,0,0.252,Personal,7281.41,24,0.22,1,0,IL,home_improvement,1,0
LOAN_0008741,2023-10-21,49,31766,626,5,0.292,Mortgage,141436.57,180,0.1601,1,0,GA,debt_consolidation,1,2
LOAN_0008742,2025-05-28,41,39785,772,10,0.078,Mortgage,151846.19,180,0.03,1,0,GA,medical,1,9
LOAN_0008743,2024-05-01,48,98821,625,11,0.395,Personal,45603.09,48,0.2447,1,0,GA,business,1,1
LOAN_0008744,2025-04-27,39,51470,850,0,0.444,Student,23219.61,180,0.03,1,1,FL,medical,1,7
LOAN_0008745,2025-06-19,65,23631,712,0,0.571,Mortgage,103812.02,360,0.0729,0,0,NY,debt_consolidation,0,2
LOAN_0008746,2025-05-10,45,91338,657,5,0.143,Mortgage,271932.27,300,0.1312,1,0,IL,business,0,2
LOAN_0008747,2024-02-07,37,24854,727,2,0.078,Business,42183.07,36,0.0891,0,0,NY,debt_consolidation,0,8
LOAN_0008748,2025-08-05,23,24690,656,1,0.565,Mortgage,114295.22,360,0.1355,0,0,GA,medical,1,2
LOAN_0008749,2024-11-18,40,117116,821,0,0.549,Personal,10238.32,36,0.0429,0,0,CA,debt_consolidation,1,9
LOAN_0008750,2023-11-30,30,35682,591,2,0.147,Auto,15497.08,72,0.2107,1,0,NC,other,1,5
LOAN_0008751,2025-02-05,31,59996,820,9,0.485,Auto,30712.89,72,0.03,1,0,PA,vacation,0,0
LOAN_0008752,2025-03-04,44,61342,802,1,0.382,Auto,63254.38,48,0.03,0,0,OH,education,1,0
LOAN_0008753,2024-11-21,24,82150,825,11,0.025,Auto,48176.06,36,0.03,1,0,OH,business,1,7
LOAN_0008754,2024-02-19,62,106047,647,3,0.231,Mortgage,276040.42,360,0.1393,1,0,MI,education,1,1
LOAN_0008755,2025-03-20,49,43342,612,11,0.124,Personal,40629.71,24,0.2599,1,0,FL,vacation,1,3
LOAN_0008756,2025-06-06,63,69555,633,5,0.382,Business,333745.65,24,0.2139,0,0,IL,debt_consolidation,1,0
LOAN_0008757,2024-01-20,45,41501,828,2,0.041,Personal,28876.23,24,0.0613,0,0,PA,education,1,1
LOAN_0008758,2024-05-18,48,24518,661,9,0.223,Personal,29679.07,60,0.2139,0,0,IL,home_improvement,1,1
LOAN_0008759,2023-12-20,18,68044,681,5,0.467,Mortgage,200841.38,240,0.1081,1,0,CA,other,0,6
LOAN_0008760,2025-03-15,33,32297,837,2,0.11,Mortgage,101367.74,180,0.03,1,0,NC,business,1,2
LOAN_0008761,2023-09-21,35,54166,678,4,0.189,Auto,16243.86,60,0.1239,1,0,OH,vacation,1,1
LOAN_0008762,2025-08-16,32,92966,831,3,0.168,Personal,20130.28,48,0.03,1,0,CA,vacation,1,14
LOAN_0008763,2025-03-08,28,65321,745,1,0.019,Personal,40364.28,24,0.126,1,0,FL,education,0,6
LOAN_0008764,2024-09-17,72,75579,569,4,0.512,Mortgage,214952.53,360,0.2183,1,1,GA,business,1,4
LOAN_0008765,2024-07-14,44,43984,798,4,0.09,Mortgage,106767.25,360,0.03,0,0,FL,debt_consolidation,0,3
LOAN_0008766,2024-09-26,63,29460,682,3,0.555,Auto,76853.45,72,0.1406,0,0,FL,home_improvement,0,6
LOAN_0008767,2025-07-12,56,36441,616,5,0.213,Personal,17462.66,48,0.2667,1,0,NY,vacation,0,4
LOAN_0008768,2024-09-04,35,25655,850,0,0.206,Mortgage,119314.13,180,0.03,1,0,PA,debt_consolidation,1,2
LOAN_0008769,2024-10-16,18,102562,550,12,0.245,Personal,29027.07,24,0.3224,1,0,GA,home_improvement,1,9
LOAN_0008770,2024-12-05,29,68252,798,0,0.27,Personal,8578.12,24,0.0747,1,0,PA,home_improvement,1,2
LOAN_0008771,2024-05-28,44,64745,582,1,0.536,Personal,48103.42,24,0.2772,0,0,IL,debt_consolidation,1,0
LOAN_0008772,2025-04-18,51,85642,565,4,0.413,Mortgage,395403.35,180,0.2352,1,1,TX,other,0,0
LOAN_0008773,2025-08-31,35,36397,570,0,0.528,Mortgage,121443.8,240,0.218,0,0,GA,medical,0,2
LOAN_0008774,2024-09-02,70,57514,749,0,0.304,Personal,44007.42,60,0.1211,1,0,NC,other,1,1
LOAN_0008775,2024-06-22,59,51726,737,5,0.099,Personal,18168.48,60,0.1301,0,0,FL,debt_consolidation,1,0
LOAN_0008776,2024-09-13,63,83885,607,0,0.288,Business,67726.45,24,0.2153,0,0,MI,education,0,2
LOAN_0008777,2023-09-24,56,148511,534,3,0.27,Mortgage,327620.13,240,0.2606,0,0,NY,other,0,0
LOAN_0008778,2024-09-22,55,37367,773,3,0.422,Business,71475.41,48,0.0548,1,1,CA,education,1,2
LOAN_0008779,2023-11-29,36,137071,559,3,0.51,Personal,23705.85,60,0.3126,1,0,CA,medical,1,1
LOAN_0008780,2023-11-11,64,49535,681,1,0.18,Business,181192.14,36,0.1462,1,0,PA,home_improvement,0,2
LOAN_0008781,2024-02-16,41,66795,724,5,0.107,Personal,19671.4,24,0.1603,1,0,FL,medical,1,2
LOAN_0008782,2025-03-04,30,31655,676,2,0.222,Auto,29388.39,60,0.127,1,0,PA,medical,1,4
LOAN_0008783,2023-12-12,37,35782,528,13,0.155,Mortgage,104505.67,240,0.2596,1,0,CA,medical,1,3
LOAN_0008784,2024-03-26,51,28011,790,12,0.468,Auto,65169.83,72,0.03,0,0,FL,education,0,1
LOAN_0008785,2023-12-26,31,92109,811,8,0.181,Auto,16857.4,72,0.03,1,0,NY,home_improvement,1,5
LOAN_0008786,2024-01-13,30,20000,530,6,0.388,Mortgage,99142.78,180,0.2451,0,0,IL,vacation,1,3
LOAN_0008787,2024-09-20,59,54174,546,5,0.529,Student,75478.62,180,0.2656,0,0,GA,medical,1,1
LOAN_0008788,2024-12-29,78,32224,723,1,0.281,Business,139849.3,36,0.1025,1,0,NC,home_improvement,0,6
LOAN_0008789,2024-05-06,18,37229,654,0,0.108,Personal,6709.3,24,0.2171,0,0,FL,home_improvement,0,13
LOAN_0008790,2024-05-08,37,35155,818,0,0.157,Auto,26071.79,48,0.03,1,0,CA,medical,0,4
LOAN_0008791,2024-02-09,60,20000,780,6,0.237,Business,58959.6,24,0.0452,0,0,IL,education,1,0
LOAN_0008792,2024-06-28,54,53926,850,13,0.31,Personal,25181.92,60,0.03,1,0,NY,education,1,2
LOAN_0008793,2024-06-13,61,54773,730,1,0.239,Mortgage,212795.01,360,0.0546,0,0,GA,other,1,6
LOAN_0008794,2024-03-06,18,76281,592,1,0.405,Auto,24167.66,48,0.207,0,0,NC,medical,0,4
LOAN_0008795,2024-06-13,60,38783,632,1,0.432,Mortgage,117152.05,180,0.1607,0,0,CA,medical,1,0
LOAN_0008796,2023-09-09,22,20000,760,16,0.235,Business,84154.39,36,0.0682,0,0,NY,debt_consolidation,1,10
LOAN_0008797,2023-10-25,74,20000,583,3,0.218,Auto,56742.41,72,0.2468,0,0,OH,other,1,1
LOAN_0008798,2024-08-28,37,75372,825,1,0.443,Personal,45706.77,48,0.0702,1,0,IL,home_improvement,1,9
LOAN_0008799,2024-01-09,34,33087,566,1,0.342,Business,72554.19,60,0.2653,0,0,GA,vacation,1,1
LOAN_0008800,2024-04-22,38,76479,577,15,0.152,Mortgage,353669.47,240,0.2094,1,0,CA,home_improvement,1,6
LOAN_0008801,2024-01-23,23,44344,510,3,0.257,Auto,46037.42,36,0.3141,0,0,GA,medical,1,11
LOAN_0008802,2025-05-24,18,32477,737,6,0.091,Personal,28605.36,36,0.1372,1,0,IL,education,1,5
LOAN_0008803,2024-02-22,54,32611,546,0,0.313,Mortgage,136686.18,180,0.248,0,0,GA,medical,0,1
LOAN_0008804,2024-09-04,37,128268,641,0,0.31,Student,24277.53,240,0.1565,1,0,GA,education,0,8
LOAN_0008805,2025-06-03,39,88805,706,0,0.223,Personal,28483.55,60,0.1745,1,0,TX,medical,1,0
LOAN_0008806,2023-09-23,36,68217,726,12,0.164,Business,158916.58,60,0.0917,0,0,MI,education,1,0
LOAN_0008807,2024-11-25,18,24437,611,4,0.092,Mortgage,103560.25,240,0.1736,1,0,OH,other,1,1
LOAN_0008808,2023-09-06,52,108409,689,5,0.29,Student,63043.7,120,0.1113,0,0,FL,vacation,0,4
LOAN_0008809,2024-12-14,57,23450,704,2,0.32,Personal,22454.25,36,0.1956,1,0,GA,medical,1,3
LOAN_0008810,2025-02-28,70,132345,592,3,0.506,Personal,49651.07,48,0.2761,0,0,GA,medical,1,5
LOAN_0008811,2024-04-10,32,23815,736,4,0.315,Auto,59666.49,36,0.0908,0,0,TX,medical,1,0
LOAN_0008812,2024-09-23,38,151327,630,0,0.052,Auto,58095.38,72,0.1814,1,0,NC,medical,1,9
LOAN_0008813,2024-10-01,18,24758,432,14,0.141,Student,46201.35,120,0.3662,0,0,TX,vacation,0,3
LOAN_0008814,2024-01-13,37,20000,850,4,0.364,Personal,33397.38,36,0.03,1,0,PA,other,0,6
LOAN_0008815,2025-03-15,48,69748,739,5,0.298,Mortgage,261582.43,240,0.0423,1,0,CA,other,1,0
LOAN_0008816,2024-01-09,48,48849,566,1,0.173,Auto,58460.79,36,0.2547,1,0,GA,education,0,1
LOAN_0008817,2024-04-12,52,72685,577,0,0.03,Personal,35821.56,36,0.2834,1,0,CA,other,1,2
LOAN_0008818,2024-12-09,47,51371,795,5,0.328,Mortgage,172455.02,180,0.03,1,0,FL,business,1,1
LOAN_0008819,2024-12-09,18,25958,850,5,0.248,Personal,25779.0,24,0.03,1,0,MI,home_improvement,0,11
LOAN_0008820,2025-06-21,39,88790,584,6,0.209,Mortgage,349722.64,180,0.1987,1,0,GA,debt_consolidation,0,0
LOAN_0008821,2025-05-14,54,37546,453,4,0.151,Auto,27088.79,48,0.3647,0,0,IL,vacation,0,0
LOAN_0008822,2023-11-24,40,55916,823,11,0.48,Mortgage,236329.9,180,0.03,1,0,NY,medical,1,1
LOAN_0008823,2024-09-03,47,109908,790,2,0.398,Mortgage,502816.43,360,0.03,1,0,FL,business,1,7
LOAN_0008824,2024-06-21,46,20000,850,24,0.207,Personal,20785.96,36,0.0426,1,0,CA,medical,1,3
LOAN_0008825,2024-04-19,18,74037,780,1,0.23,Personal,30666.13,24,0.0861,1,0,NC,education,0,2
LOAN_0008826,2024-06-18,18,76355,651,30,0.289,Personal,18910.91,36,0.2089,1,0,MI,other,1,1
LOAN_0008827,2023-09-19,41,20000,639,2,0.452,Mortgage,96918.22,180,0.147,0,0,PA,education,1,3
LOAN_0008828,2025-01-02,77,79969,812,4,0.089,Mortgage,355354.16,180,0.03,1,0,GA,business,1,2
LOAN_0008829,2024-04-19,51,38014,597,10,0.356,Personal,6060.71,36,0.2793,0,0,TX,education,1,2
LOAN_0008830,2025-05-16,18,26097,718,10,0.221,Student,94607.85,240,0.0836,1,0,OH,home_improvement,1,6
LOAN_0008831,2023-10-29,50,35977,636,0,0.454,Mortgage,130602.04,240,0.1329,0,0,GA,debt_consolidation,1,4
LOAN_0008832,2025-06-11,36,122295,543,8,0.281,Auto,48442.62,36,0.2769,0,0,FL,education,0,10
LOAN_0008833,2024-09-24,18,38436,850,12,0.12,Student,17869.52,240,0.03,1,0,PA,home_improvement,1,0
LOAN_0008834,2024-11-06,41,66876,693,2,0.145,Auto,50152.52,48,0.1438,1,0,MI,business,1,2
LOAN_0008835,2024-07-19,19,20000,736,4,0.271,Student,92399.3,180,0.0791,1,1,CA,business,0,5
LOAN_0008836,2024-06-20,35,24771,672,0,0.155,Auto,75042.56,48,0.1383,1,0,PA,vacation,1,7
LOAN_0008837,2024-08-20,45,41026,636,0,0.355,Business,143076.4,60,0.1699,0,0,GA,debt_consolidation,0,0
LOAN_0008838,2024-10-03,19,43987,613,10,0.141,Student,60992.74,180,0.2032,0,0,GA,education,1,0
LOAN_0008839,2024-05-24,52,41978,526,2,0.046,Business,34380.45,36,0.3062,1,0,CA,home_improvement,1,9
LOAN_0008840,2023-10-28,25,20000,850,0,0.253,Personal,25667.01,48,0.03,0,0,MI,medical,1,2
LOAN_0008841,2024-12-10,53,42076,850,1,0.313,Auto,28878.0,72,0.03,1,0,GA,business,0,4
LOAN_0008842,2024-11-26,46,22386,724,2,0.277,Mortgage,105592.88,180,0.0474,0,0,IL,debt_consolidation,1,3
LOAN_0008843,2025-04-09,50,122936,668,1,0.292,Mortgage,227989.75,240,0.1267,1,0,CA,vacation,0,1
LOAN_0008844,2024-09-24,18,54765,507,8,0.296,Auto,20223.59,36,0.2857,1,1,CA,education,1,3
LOAN_0008845,2024-02-03,28,118150,637,1,0.267,Personal,36502.34,60,0.2242,1,0,PA,business,1,3
LOAN_0008846,2024-09-11,32,42556,594,4,0.42,Personal,14473.35,24,0.2783,0,0,OH,medical,1,0
LOAN_0008847,2024-06-06,43,112037,675,8,0.253,Mortgage,351034.37,240,0.1098,0,0,GA,other,0,2
LOAN_0008848,2024-06-22,57,34096,468,1,0.252,Business,87725.83,84,0.3469,0,0,NC,home_improvement,1,0
LOAN_0008849,2025-06-26,36,54630,773,12,0.135,Auto,28969.01,36,0.0421,1,1,TX,debt_consolidation,0,9
LOAN_0008850,2024-08-12,48,36114,693,5,0.262,Mortgage,162895.99,180,0.0937,0,0,GA,debt_consolidation,0,1
LOAN_0008851,2024-01-09,49,44723,624,0,0.409,Auto,29916.19,48,0.1691,0,0,GA,home_improvement,1,0
LOAN_0008852,2024-08-05,45,20000,843,18,0.098,Mortgage,96304.43,180,0.03,1,0,FL,business,1,2
LOAN_0008853,2025-01-07,18,170399,740,6,0.363,Auto,42866.72,36,0.0701,1,0,PA,other,0,2
LOAN_0008854,2024-09-26,30,20115,713,0,0.101,Business,74597.62,36,0.1201,0,0,GA,vacation,1,2
LOAN_0008855,2024-03-20,55,28610,804,0,0.31,Student,81446.03,240,0.03,0,0,NC,other,1,2
LOAN_0008856,2025-02-09,52,20000,571,4,0.268,Auto,64905.1,48,0.2211,0,0,CA,other,1,0
LOAN_0008857,2024-12-08,39,55942,835,7,0.33,Auto,55072.84,36,0.03,1,0,MI,business,0,4
LOAN_0008858,2025-02-10,22,87092,846,5,0.237,Auto,34726.27,72,0.03,1,0,TX,medical,1,2
LOAN_0008859,2024-12-09,29,54982,615,7,0.418,Personal,40736.55,24,0.2488,1,0,MI,other,1,2
LOAN_0008860,2024-02-03,50,89579,679,10,0.132,Auto,66967.93,72,0.136,1,0,OH,home_improvement,1,3
LOAN_0008861,2025-03-07,31,22968,675,3,0.363,Student,41764.11,240,0.1236,0,0,TX,vacation,1,1
LOAN_0008862,2023-12-19,56,42816,703,14,0.284,Mortgage,165523.81,360,0.0924,1,0,NC,other,0,3
LOAN_0008863,2025-05-24,32,49092,848,1,0.234,Personal,25985.73,60,0.03,1,0,CA,medical,1,10
LOAN_0008864,2025-03-10,61,84762,483,10,0.479,Mortgage,163532.8,180,0.321,0,0,CA,education,1,9
LOAN_0008865,2024-05-23,41,83241,516,13,0.389,Mortgage,222521.55,360,0.278,0,0,NC,business,1,0
LOAN_0008866,2025-02-22,35,58473,591,8,0.243,Mortgage,121079.46,240,0.1911,1,0,PA,vacation,0,0
LOAN_0008867,2025-02-14,34,122914,792,6,0.292,Personal,39053.26,24,0.0615,0,0,GA,vacation,1,10
LOAN_0008868,2025-08-07,41,38135,626,7,0.105,Business,69643.86,48,0.2037,1,0,IL,other,1,0
LOAN_0008869,2024-06-06,47,57380,682,1,0.065,Mortgage,124008.2,300,0.1095,0,0,TX,other,1,2
LOAN_0008870,2023-11-01,46,27575,740,2,0.112,Business,43460.62,84,0.097,0,0,OH,medical,1,3
LOAN_0008871,2025-05-21,66,105769,551,3,0.354,Personal,25648.06,48,0.3199,0,0,PA,business,1,0
LOAN_0008872,2023-11-10,23,20000,522,6,0.49,Auto,37466.54,36,0.2952,0,0,CA,education,1,0
LOAN_0008873,2024-11-02,39,22966,687,3,0.119,Auto,65259.24,72,0.1274,0,0,NY,debt_consolidation,0,1
LOAN_0008874,2025-04-09,34,55922,762,0,0.143,Personal,17780.78,48,0.1078,1,0,GA,education,1,1
LOAN_0008875,2024-04-29,44,66690,795,4,0.136,Auto,18665.94,48,0.03,1,0,PA,other,0,9
LOAN_0008876,2025-08-13,72,103429,515,6,0.072,Mortgage,176047.65,360,0.2682,1,0,TX,home_improvement,0,3
LOAN_0008877,2024-09-07,34,20000,463,1,0.094,Personal,31651.66,24,0.4059,0,0,OH,vacation,0,0
LOAN_0008878,2025-03-12,35,169276,745,5,0.411,Auto,65427.11,72,0.0917,1,0,FL,business,0,3
LOAN_0008879,2025-06-11,32,61416,602,4,0.2,Auto,20816.76,36,0.1861,0,0,PA,home_improvement,1,5
LOAN_0008880,2025-07-13,47,49586,602,0,0.493,Mortgage,132128.41,300,0.1856,0,0,TX,debt_consolidation,1,5
LOAN_0008881,2025-06-30,19,39072,575,3,0.294,Mortgage,109709.66,240,0.2083,0,0,CA,education,1,3
LOAN_0008882,2025-03-22,41,66971,595,7,0.165,Mortgage,318165.4,360,0.1994,0,0,CA,other,1,0
LOAN_0008883,2024-02-10,18,21473,539,3,0.61,Personal,46656.43,48,0.3205,0,0,GA,other,1,0
LOAN_0008884,2025-04-22,20,38984,638,0,0.228,Student,42256.26,240,0.1552,0,0,IL,education,1,0
LOAN_0008885,2025-05-06,18,20000,749,2,0.167,Personal,31696.31,36,0.1093,0,0,MI,vacation,1,4
LOAN_0008886,2024-01-23,50,51691,702,0,0.631,Personal,36939.31,36,0.1788,1,0,NC,home_improvement,0,1
LOAN_0008887,2024-07-28,65,68613,719,6,0.445,Personal,5564.01,60,0.1599,1,0,MI,home_improvement,1,1
LOAN_0008888,2023-09-30,18,27040,641,7,0.283,Personal,29521.98,24,0.2297,1,0,NY,other,0,1
LOAN_0008889,2025-01-23,49,72856,850,8,0.16,Personal,42133.43,48,0.0331,1,0,GA,medical,1,4
LOAN_0008890,2024-06-15,30,23154,585,4,0.462,Business,69472.08,84,0.2384,0,0,OH,vacation,1,0
LOAN_0008891,2024-09-17,23,20000,721,0,0.152,Personal,24805.88,48,0.1454,1,0,GA,medical,1,5
LOAN_0008892,2025-02-11,35,27625,850,2,0.249,Auto,19137.08,72,0.03,1,0,MI,home_improvement,0,2
LOAN_0008893,2025-08-27,28,41040,721,1,0.268,Auto,42570.66,48,0.1005,1,0,NY,debt_consolidation,1,9
LOAN_0008894,2024-07-16,43,46411,651,4,0.489,Auto,64203.46,72,0.1445,0,0,PA,vacation,0,2
LOAN_0008895,2024-02-18,26,64108,535,3,0.117,Auto,48729.68,72,0.2751,0,0,PA,business,0,7
LOAN_0008896,2023-09-04,45,55480,571,1,0.233,Auto,68010.51,36,0.2574,0,0,CA,other,0,3
LOAN_0008897,2024-11-15,22,39700,725,6,0.446,Student,19386.24,120,0.0704,1,0,MI,home_improvement,0,1
LOAN_0008898,2024-03-25,39,24253,760,0,0.461,Auto,35088.24,48,0.0537,1,0,CA,vacation,1,8
LOAN_0008899,2024-04-03,18,98408,622,2,0.17,Personal,19101.0,60,0.2465,1,0,PA,debt_consolidation,0,2
LOAN_0008900,2023-12-03,18,29558,667,0,0.183,Mortgage,126719.08,240,0.1199,0,0,FL,vacation,1,12
LOAN_0008901,2024-06-04,21,45861,850,0,0.156,Auto,75985.09,48,0.03,1,0,MI,home_improvement,1,5
LOAN_0008902,2024-07-24,60,145637,738,5,0.33,Auto,70649.51,48,0.0633,1,0,OH,vacation,1,2
LOAN_0008903,2025-01-11,42,36363,837,16,0.685,Personal,8139.21,36,0.03,1,1,IL,other,1,1
LOAN_0008904,2024-08-20,18,20000,707,0,0.471,Mortgage,98629.94,300,0.077,0,0,IL,debt_consolidation,0,0
LOAN_0008905,2024-04-01,62,29049,844,16,0.251,Mortgage,107812.62,180,0.03,0,0,GA,other,1,14
LOAN_0008906,2025-05-23,29,73782,790,8,0.301,Auto,52949.36,60,0.03,0,0,IL,home_improvement,0,11
LOAN_0008907,2024-04-30,56,45784,795,1,0.022,Personal,47948.22,36,0.0977,0,0,MI,business,1,1
LOAN_0008908,2023-12-13,60,20000,583,9,0.131,Mortgage,96843.09,180,0.2085,1,1,GA,medical,0,5
LOAN_0008909,2024-02-16,45,52064,708,8,0.312,Auto,64804.57,48,0.1099,1,0,PA,medical,1,2
LOAN_0008910,2023-11-12,37,67452,779,0,0.137,Auto,29818.9,72,0.03,1,0,NC,education,1,3
LOAN_0008911,2024-03-02,50,42169,474,1,0.429,Mortgage,155229.26,300,0.3105,0,0,IL,home_improvement,1,4
LOAN_0008912,2025-07-25,20,108677,546,3,0.213,Mortgage,385503.49,180,0.2471,1,0,PA,medical,1,0
LOAN_0008913,2024-07-21,38,44388,663,0,0.096,Mortgage,186415.82,300,0.129,1,0,TX,other,1,0
LOAN_0008914,2025-02-08,18,49503,546,3,0.445,Personal,8084.16,48,0.3209,0,0,OH,business,0,1
LOAN_0008915,2024-09-02,50,32883,592,13,0.148,Mortgage,150942.39,180,0.1858,0,0,TX,vacation,0,6
